"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-01-01 ~ 2024-12-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강남구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"76","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","84.9984","202412","16","312,000","207","16","개인","개인","2006","선릉로 221","-","중개거래","서울 강남구","25.02.26"
"77","서울특별시 강남구 자곡동","686","0686","0000","강남한양수자인(4단지)","114.3200","202412","16","180,000","-","6","개인","개인","2014","자곡로 260","20250705","중개거래","서울 강남구","-"
"78","서울특별시 강남구 압구정동","490","0490","0000","한양1차(영동한양)","63.8700","202412","16","385,000","1","9","개인","개인","1977","압구정로 321","-","중개거래","서울 강남구","25.02.26"
"79","서울특별시 강남구 수서동","746","0746","0000","까치마을","34.4400","202412","16","89,000","1002","13","개인","개인","1993","광평로19길 10","-","중개거래","서울 강남구","25.03.07"
"80","서울특별시 강남구 압구정동","397","0397","0000","미성2차","140.9000","202412","16","525,000","26","9","개인","개인","1987","압구정로 113","-","중개거래","서울 강남구","25.04.21"
"81","서울특별시 강남구 자곡동","686","0686","0000","강남한양수자인(4단지)","114.3200","202412","16","180,000","410","6","개인","개인","2014","자곡로 260","-","중개거래","서울 강남구","25.07.17"
"82","서울특별시 강남구 도곡동","467","0467","0000","타워팰리스1","164.9700","202412","16","420,000","씨","8","개인","공공기관","2002","언주로30길 56","-","직거래","-","25.04.01"
"83","서울특별시 강남구 도곡동","464","0464","0000","한신(개포)","59.4800","202412","15","248,500","6","9","개인","개인","1985","언주로 123","-","중개거래","서울 강남구","25.03.05"
"84","서울특별시 강남구 도곡동","464","0464","0000","한신(개포)","59.4800","202412","15","248,500","-","9","개인","개인","1985","언주로 123","20250207","중개거래","서울 강남구","-"
"85","서울특별시 강남구 역삼동","754-1","0754","0001","역삼푸르지오","84.9097","202412","14","255,000","105","7","개인","개인","2006","언주로 332","-","중개거래","서울 강남구","25.02.17"
"86","서울특별시 강남구 세곡동","579","0579","0000","강남엘에이치1단지","84.8400","202412","14","148,000","112","15","개인","개인","2013","헌릉로571길 20","-","중개거래","경기 하남시, 서울 강남구","25.03.31"
"87","서울특별시 강남구 청담동","130","0130","0000","청담아이파크","110.1900","202412","14","260,000","-","11","개인","개인","1992","영동대로142길 25","20250210","중개거래","서울 강남구","-"
"88","서울특별시 강남구 압구정동","456","0456","0000","현대7차(73~77,82,85동)","157.3600","202412","14","658,000","75","3","개인","개인","1979","압구정로 201","-","중개거래","서울 강남구","25.03.31"
"89","서울특별시 강남구 도곡동","467-19","0467","0019","현대비젼21","32.6500","202412","14","42,000","-","23","개인","개인","1999","언주로30길 10","-","중개거래","서울 강남구","25.01.23"
"90","서울특별시 강남구 대치동","670","0670","0000","동부센트레빌","145.8300","202412","13","510,000","107","15","개인","개인","2005","선릉로 206","-","중개거래","서울 강남구","25.02.26"
"91","서울특별시 강남구 개포동","1281","1281","0000","디에이치아너힐즈","59.8732","202412","13","238,000","316","11","개인","개인","2019","삼성로 11","-","중개거래","서울 강남구, 전북 익산시","25.02.17"
"92","서울특별시 강남구 도곡동","467","0467","0000","타워팰리스1","174.6700","202412","13","540,000","-","8","개인","개인","2002","언주로30길 56","20241213","중개거래","서울 강남구","-"
"93","서울특별시 강남구 역삼동","720-25","0720","0025","대우디오빌","84.9860","202412","13","85,000","-","17","개인","개인","2002","언주로 427","-","직거래","-","25.01.21"
"94","서울특별시 강남구 자곡동","686","0686","0000","강남한양수자인(4단지)","114.3200","202412","13","188,800","410","8","개인","개인","2014","자곡로 260","-","중개거래","서울 강남구","25.08.08"
"95","서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","113.0870","202412","13","327,500","104","3","개인","개인","2014","언주로 604","-","중개거래","서울 강남구","25.02.28"
"96","서울특별시 강남구 삼성동","97-2","0097","0002","시티(B동)","157.6300","202412","12","291,000","B","10","개인","개인","1992","봉은사로109길 66-7","-","중개거래","서울 강남구","25.03.31"
"97","서울특별시 강남구 대치동","500","0500","0000","개포우성2","127.7800","202412","12","470,000","15","4","개인","개인","1984","선릉로 120","-","중개거래","서울 강남구","25.04.08"
"98","서울특별시 강남구 대치동","1009-4","1009","0004","상지리츠빌카일룸(1009-4)","178.1700","202412","12","490,000","-","7","개인","개인","2011","도곡로 603","-","중개거래","서울 강남구","25.03.19"
"99","서울특별시 강남구 청담동","35-47","0035","0047","한신오페라하우스","134.9100","202412","12","250,000","102","10","개인","개인","2003","삼성로135길 47","-","중개거래","서울 강남구","25.02.03"
"100","서울특별시 강남구 대치동","670","0670","0000","동부센트레빌","121.7400","202412","12","453,000","103","23","개인","개인","2005","선릉로 206","-","중개거래","서울 강남구","25.01.31"
"101","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202412","12","269,500","5","2","개인","개인","1979","삼성로 212","-","중개거래","서울 강남구","25.02.28"
"102","서울특별시 강남구 자곡동","686","0686","0000","강남한양수자인(4단지)","84.9900","202412","12","158,000","416","2","법인","개인","2014","자곡로 260","-","직거래","-","25.01.10"
"103","서울특별시 강남구 압구정동","455","0455","0000","현대5차(71,72동)","82.2300","202412","12","460,000","71","9","개인","개인","1977","압구정로29길 68","-","중개거래","서울 강남구","24.12.16"
"104","서울특별시 강남구 도곡동","467-19","0467","0019","현대비젼21","33.1000","202412","12","45,000","-","17","개인","개인","1999","언주로30길 10","-","중개거래","서울 강남구","25.03.04"
"105","서울특별시 강남구 도곡동","963","0963","0000","럭키(963)","124.1000","202412","12","250,000","110","9","개인","개인","1995","논현로 213","-","중개거래","서울 강남구","25.03.18"
"106","서울특별시 강남구 논현동","222-18","0222","0018","신동아","242.0400","202412","12","240,000","비","4","개인","개인","1996","논현로118길 17","-","중개거래","서울 강남구","24.12.12"
"107","서울특별시 강남구 역삼동","727-2","0727","0002","대명벨리온","17.6840","202412","12","18,700","-","3","개인","법인","2012","역삼로25길 27","-","중개거래","서울 강남구","25.01.22"
"108","서울특별시 강남구 일원동","615","0615","0000","우성7","83.6900","202412","11","242,000","-","2","개인","개인","1987","개포로110길 15","20250317","중개거래","서울 강남구","-"
"109","서울특별시 강남구 도곡동","91-5","0091","0005","삼성래미안","84.8900","202412","11","268,000","104","3","개인","개인","2001","남부순환로 2803","-","중개거래","서울 강남구","25.03.05"
"110","서울특별시 강남구 자곡동","619","0619","0000","강남자곡 힐스테이트","59.9300","202412","11","104,000","503","8","개인","개인","2015","자곡로3길 21","-","중개거래","서울 강남구, 서울 송파구","25.02.27"
"111","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","49.8600","202412","11","150,000","-","6","개인","개인","1992","개포로109길 9","20250102","중개거래","서울 강남구","-"
"112","서울특별시 강남구 도곡동","895-8","0895","0008","한신엠비씨","84.7400","202412","11","210,500","2","4","개인","개인","1988","논현로 205","-","중개거래","서울 강남구","25.02.27"
"113","서울특별시 강남구 일원동","615","0615","0000","우성7","83.6900","202412","11","242,000","114","2","개인","개인","1987","개포로110길 15","-","중개거래","서울 강남구","25.03.24"
"114","서울특별시 강남구 압구정동","369-1","0369","0001","현대2차(10,11,20,23,24,25동)","160.5100","202412","11","678,000","23","6","개인","개인","1976","압구정로29길 71","-","중개거래","서울 강남구","25.04.02"
"115","서울특별시 강남구 대치동","985","0985","0000","래미안대치하이스턴","110.3900","202412","11","300,000","202","9","개인","개인","1989","도곡로93길 12","-","중개거래","서울 강남구","25.03.07"
"116","서울특별시 강남구 논현동","105","0105","0000","동현아파트1~6","119.6700","202412","11","280,000","3","7","개인","개인","1985","언주로146길 18","-","중개거래","서울 강남구","25.03.20"
"117","서울특별시 강남구 도곡동","467-19","0467","0019","현대비젼21","32.6500","202412","10","45,000","-","16","개인","개인","1999","언주로30길 10","-","중개거래","서울 강남구","24.12.31"
"118","서울특별시 강남구 일원동","718","0718","0000","샘터마을","101.9700","202412","10","243,000","105","7","개인","개인","1994","일원로 120","-","중개거래","서울 강남구, 서울 서초구","25.03.20"
"119","서울특별시 강남구 세곡동","579","0579","0000","강남엘에이치1단지","84.8300","202412","10","159,500","107","2","개인","개인","2013","헌릉로571길 20","-","중개거래","서울 강남구","25.02.19"
"120","서울특별시 강남구 일원동","718","0718","0000","샘터마을","134.4380","202412","10","276,000","101","5","개인","개인","1994","일원로 120","-","중개거래","서울 강남구","25.03.20"
"121","서울특별시 강남구 압구정동","369-1","0369","0001","현대1차(12,13,21,22,31,32,33동)","196.2100","202412","10","873,000","12","8","개인","개인","1976","압구정로29길 71","-","중개거래","서울 강남구","25.03.28"
"122","서울특별시 강남구 일원동","711","0711","0000","수서","50.8200","202412","10","109,000","120","4","개인","개인","1992","양재대로55길 12","-","중개거래","서울 강남구","25.02.28"
"123","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","114.9931","202412","10","358,000","411","2","개인","개인","2006","선릉로 221","-","중개거래","서울 강남구","25.04.07"
"124","서울특별시 강남구 도곡동","464","0464","0000","한신(개포)","59.4800","202412","10","250,000","6","4","개인","개인","1985","언주로 123","-","중개거래","서울 강남구","25.02.28"
"125","서울특별시 강남구 압구정동","397","0397","0000","미성2차","140.9000","202412","10","520,000","21","2","개인","개인","1987","압구정로 113","-","중개거래","서울 강남구","25.03.10"
"126","서울특별시 강남구 대치동","66","0066","0000","쌍용대치아파트1동,2동,3동,5동,6동","128.0300","202412","10","370,000","1","11","개인","개인","1983","영동대로 210","-","중개거래","서울 강남구","25.04.30"
"127","서울특별시 강남구 도곡동","467-17","0467","0017","타워팰리스2","162.6000","202412","09","440,000","에프","24","개인","개인","2003","언주로30길 57","-","중개거래","서울 강남구","25.02.04"
"128","서울특별시 강남구 대치동","66","0066","0000","쌍용대치아파트1동,2동,3동,5동,6동","83.5600","202412","09","292,500","3","2","개인","개인","1983","영동대로 210","-","중개거래","서울 강남구","25.02.14"
"129","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","119.5800","202412","09","407,300","101","15","개인","개인","2008","선릉로 222","-","중개거래","서울 강남구","25.02.04"
"130","서울특별시 강남구 대치동","506","0506","0000","선경1차(1동-7동)","136.6800","202412","09","438,000","3","4","개인","개인","1983","삼성로 151","-","중개거래","서울 강남구","25.03.20"
"131","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","94.4900","202412","09","438,000","103","18","개인","개인","2015","삼성로51길 37","-","중개거래","서울 강남구","25.02.28"
"132","서울특별시 강남구 역삼동","720-25","0720","0025","대우디오빌","30.0300","202412","09","29,500","-","8","개인","개인","2002","언주로 427","-","중개거래","서울 강남구","24.12.30"
"133","서울특별시 강남구 대치동","500","0500","0000","개포우성2","159.6000","202412","09","530,000","14","15","개인","개인","1984","선릉로 120","-","중개거래","서울 강남구","25.02.24"
"134","서울특별시 강남구 자곡동","619","0619","0000","강남자곡 힐스테이트","59.9300","202412","09","105,000","503","9","개인","개인","2015","자곡로3길 21","-","중개거래","서울 강남구","25.03.10"
"135","서울특별시 강남구 일원동","615-1","0615","0001","개포한신","107.6000","202412","08","230,000","101","8","개인","개인","1984","개포로110길 43","-","중개거래","서울 강남구","25.07.31"
"136","서울특별시 강남구 역삼동","762-3","0762","0003","래미안그레이튼(진달래2차)","84.8700","202412","08","275,000","105","14","개인","개인","2011","도곡로 306","-","중개거래","서울 강남구","25.02.07"
"137","서울특별시 강남구 대치동","891-23","0891","0023","대우아이빌명문가(891-23)","33.0600","202412","07","29,000","-","7","개인","개인","2004","선릉로90길 56","-","중개거래","서울 강남구","25.01.10"
"138","서울특별시 강남구 청담동","10","0010","0000","삼환(101동)","84.9800","202412","07","180,000","101","2","개인","개인","1999","학동로77길 49","-","중개거래","서울 강남구","25.02.26"
"139","서울특별시 강남구 일원동","734","0734","0000","상록수","74.5400","202412","07","218,000","206","1","개인","개인","1993","광평로10길 15","-","중개거래","서울 강남구","25.03.14"
"140","서울특별시 강남구 일원동","741","0741","0000","래미안 개포 루체하임","84.9700","202412","07","270,000","102","24","개인","개인","2018","개포로110길 50","-","중개거래","서울 강남구","25.04.29"
