"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 노원구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"31","서울특별시 노원구 월계동","436","0436","0000","동신","71.1400","202512","30","71,000","1","3","개인","개인","1983","광운로2나길 30","-","중개거래","서울 노원구","26.02.20"
"32","서울특별시 노원구 월계동","929","0929","0000","현대","59.9500","202512","30","73,700","104","10","개인","개인","2000","석계로 49","-","중개거래","서울 노원구, 서울 도봉구","26.02.19"
"33","서울특별시 노원구 월계동","951","0951","0000","월계센트럴아이파크","84.9900","202512","30","106,800","107","13","개인","개인","2020","초안산로2라길 26","-","중개거래","서울 노원구","26.02.06"
"34","서울특별시 노원구 중계동","366","0366","0000","신동아(366)","115.3500","202512","30","130,000","112","5","개인","개인","1993","중계로 184","-","중개거래","서울 노원구","26.02.25"
"35","서울특별시 노원구 공릉동","745","0745","0000","동신아파트","59.9900","202512","30","58,000","106","7","개인","개인","1999","공릉로 213","-","중개거래","서울 강동구, 서울 노원구","26.02.26"
"36","서울특별시 노원구 공릉동","108","0108","0000","우방아파트","61.1510","202512","30","60,000","401","12","개인","개인","2000","노원로 58","-","중개거래","서울 노원구","26.02.27"
"37","서울특별시 노원구 공릉동","81","0081","0000","태강아파트(아이파크)","49.6000","202512","30","57,000","1005","15","개인","개인","1999","공릉로34길 62","-","중개거래","서울 노원구","26.03.10"
"38","서울특별시 노원구 중계동","598","0598","0000","한화꿈에그린","84.9020","202512","30","83,000","102","4","개인","개인","2005","중계로8길 29","-","중개거래","서울 노원구","26.01.29"
"39","서울특별시 노원구 중계동","505","0505","0000","경남","84.9700","202512","30","90,000","2","8","개인","개인","1989","섬밭로 265","-","중개거래","서울 노원구","26.02.23"
"40","서울특별시 노원구 중계동","359-1","0359","0001","주공5","44.5200","202512","30","45,000","501","1","개인","개인","1992","중계로 230","-","중개거래","서울 노원구","26.03.03"
"41","서울특별시 노원구 하계동","284","0284","0000","청구","84.9700","202512","30","79,900","7","1","개인","개인","1988","공릉로 351","-","중개거래","서울 노원구","26.04.10"
"42","서울특별시 노원구 하계동","288","0288","0000","하계2현대","84.5100","202512","30","85,000","203","12","개인","개인","1997","노원로18길 19","-","중개거래","서울 노원구","26.02.27"
"43","서울특별시 노원구 월계동","13","0013","0000","미성","33.2800","202512","29","62,400","4","5","개인","개인","1986","마들로 59","-","중개거래","서울 노원구","26.02.03"
"44","서울특별시 노원구 상계동","637","0637","0000","상계주공13(고층)","45.5500","202512","29","38,000","1307","10","개인","개인","1989","한글비석로54길 92","-","중개거래","서울 노원구","26.02.27"
"45","서울특별시 노원구 월계동","951","0951","0000","월계센트럴아이파크","84.9900","202512","29","109,000","102","5","개인","개인","2020","초안산로2라길 26","-","중개거래","서울 노원구","26.02.05"
"46","서울특별시 노원구 공릉동","707","0707","0000","시영2단지(라이프)아파트","49.5000","202512","29","49,000","201","12","개인","개인","1994","동일로198가길 149","-","중개거래","서울 노원구","26.02.26"
"47","서울특별시 노원구 월계동","18","0018","0000","한진한화그랑빌","84.9700","202512","29","98,700","114","23","개인","개인","2002","마들로 31","-","중개거래","서울 노원구","26.03.31"
"48","서울특별시 노원구 중계동","580","0580","0000","성원1","59.7500","202512","29","72,000","103","13","개인","개인","1996","덕릉로71길 5","-","중개거래","서울 강서구, 서울 노원구","26.04.09"
"49","서울특별시 노원구 중계동","593","0593","0000","삼성","59.9000","202512","29","54,000","104","9","개인","개인","1999","중계로14나길 25","-","중개거래","서울 노원구","26.02.23"
"50","서울특별시 노원구 중계동","369","0369","0000","주공2","44.5200","202512","29","35,500","205","14","개인","개인","1992","한글비석로14길 8","-","중개거래","서울 노원구","26.02.09"
"51","서울특별시 노원구 중계동","505","0505","0000","롯데(505)","54.4800","202512","29","54,500","11","13","개인","개인","1989","섬밭로 265","-","중개거래","서울 노원구","26.01.28"
"52","서울특별시 노원구 상계동","766-1","0766","0001","미도","87.5700","202512","29","79,000","103","9","개인","개인","1988","덕릉로 459-18","-","중개거래","서울 노원구","26.03.31"
"53","서울특별시 노원구 공릉동","81","0081","0000","태강아파트(아이파크)","49.6000","202512","29","53,700","-","10","개인","개인","1999","공릉로34길 62","20260122","중개거래","서울 노원구","-"
"54","서울특별시 노원구 공릉동","254","0254","0000","태릉우성아파트","66.8700","202512","29","70,000","4","3","개인","개인","1985","노원로 29","-","중개거래","서울 노원구","26.03.20"
"55","서울특별시 노원구 상계동","670","0670","0000","상계주공9(고층)","58.0100","202512","28","56,500","903","7","개인","개인","1988","노원로 532","-","중개거래","서울 노원구","26.02.25"
"56","서울특별시 노원구 상계동","765","0765","0000","상계주공1(고층)","59.3900","202512","28","54,900","124","11","개인","개인","1988","덕릉로 459-21","-","중개거래","서울 노원구","26.03.04"
"57","서울특별시 노원구 월계동","949","0949","0000","꿈의숲SKVIEW","59.9600","202512","27","80,500","106","13","개인","개인","2016","월계로42길 97","-","중개거래","서울 노원구","26.02.12"
"58","서울특별시 노원구 중계동","359-1","0359","0001","주공5","44.9400","202512","27","47,500","502","7","개인","개인","1992","중계로 230","-","중개거래","서울 노원구","26.04.03"
"59","서울특별시 노원구 상계동","749-5","0749","0005","상계주공4(고층)","49.9400","202512","27","57,700","417","11","개인","개인","1988","동일로214길 21","-","중개거래","서울 노원구","26.03.23"
"60","서울특별시 노원구 월계동","18","0018","0000","한진한화그랑빌","59.9400","202512","27","84,700","111","23","개인","개인","2002","마들로 31","-","중개거래","서울 노원구","26.03.16"
"61","서울특별시 노원구 중계동","512","0512","0000","중계무지개","49.5400","202512","27","51,900","207","2","개인","개인","1991","동일로208길 20","-","중개거래","서울 강남구, 서울 노원구","26.01.30"
"62","서울특별시 노원구 월계동","951","0951","0000","월계센트럴아이파크","84.9900","202512","27","105,000","104","9","개인","개인","2020","초안산로2라길 26","-","중개거래","서울 노원구","26.02.27"
"63","서울특별시 노원구 중계동","360-15","0360","0015","건영3","84.9000","202512","27","121,000","302","4","개인","개인","1995","노원로22길 71","-","중개거래","서울 노원구, 서울 도봉구","26.02.27"
"64","서울특별시 노원구 중계동","366","0366","0000","신동아(366)","115.3500","202512","27","120,000","114","4","개인","개인","1993","중계로 184","-","중개거래","서울 노원구","26.04.16"
"65","서울특별시 노원구 월계동","18","0018","0000","한진한화그랑빌","84.9700","202512","27","96,000","106","4","개인","개인","2002","마들로 31","-","중개거래","서울 노원구","26.02.27"
"66","서울특별시 노원구 중계동","363","0363","0000","대림벽산(363)","114.3900","202512","27","120,000","103","4","개인","개인","1993","한글비석로8길 20","-","중개거래","서울 노원구","26.02.27"
"67","서울특별시 노원구 중계동","445","0445","0000","염광","59.3400","202512","27","57,000","104","12","개인","개인","1996","덕릉로79길 23","-","중개거래","서울 노원구","26.02.20"
"68","서울특별시 노원구 상계동","652","0652","0000","상계주공11(고층)","59.2800","202512","27","59,500","1113","3","개인","개인","1988","동일로227길 85","-","중개거래","서울 노원구","26.03.27"
"69","서울특별시 노원구 상계동","720","0720","0000","상계주공6(고층)","41.3000","202512","27","52,500","606","7","개인","개인","1988","노해로 508","-","중개거래","서울 노원구","26.03.20"
"70","서울특별시 노원구 상계동","1355","1355","0000","노원센트럴푸르지오","84.9990","202512","27","102,000","103","18","개인","개인","2021","수락산로 12","-","중개거래","서울 노원구","26.02.25"
"71","서울특별시 노원구 중계동","359-1","0359","0001","주공5","58.4600","202512","27","75,500","506","9","개인","개인","1992","중계로 230","-","중개거래","서울 강북구, 서울 노원구","26.03.03"
"72","서울특별시 노원구 중계동","360-2","0360","0002","청구3","84.7700","202512","27","129,000","108","7","개인","개인","1996","중계로 233","-","중개거래","서울 노원구","26.02.27"
"73","서울특별시 노원구 하계동","271-3","0271","0003","벽산","84.8500","202512","26","85,000","9","15","개인","개인","1988","섬밭로 229","-","중개거래","서울 노원구","26.03.27"
"74","서울특별시 노원구 하계동","284","0284","0000","한신1","44.5200","202512","26","50,000","-","10","개인","개인","1988","공릉로 351","20260129","중개거래","서울 노원구","-"
"75","서울특별시 노원구 하계동","271-3","0271","0003","극동","55.7200","202512","26","53,000","3","2","개인","개인","1988","섬밭로 229","-","중개거래","서울 노원구","26.02.23"
"76","서울특별시 노원구 하계동","280","0280","0000","미성","57.9700","202512","26","65,000","7","7","개인","개인","1989","공릉로59길 28","-","중개거래","서울 노원구, 서울 동대문구","26.03.06"
"77","서울특별시 노원구 중계동","588","0588","0000","양지마을(대림)2","84.8800","202512","26","94,800","205","7","개인","개인","1999","덕릉로73길 28","-","중개거래","서울 노원구","26.03.31"
"78","서울특별시 노원구 중계동","502-1","0502","0001","중계그린1단지","59.4600","202512","26","66,000","118","6","개인","개인","1990","섬밭로 285","-","중개거래","서울 노원구","26.03.27"
"79","서울특별시 노원구 중계동","502-1","0502","0001","중계그린1단지","49.8500","202512","26","58,000","117","14","개인","개인","1990","섬밭로 285","-","중개거래","서울 노원구","26.03.27"
"80","서울특별시 노원구 중계동","360-15","0360","0015","건영3","84.9000","202512","26","125,000","310","15","개인","개인","1995","노원로22길 71","-","중개거래","서울 노원구","26.02.27"
"81","서울특별시 노원구 중계동","78","0078","0000","진로유통조합대림","84.9400","202512","26","68,200","-","6","개인","개인","1992","중계로14가길 5","-","중개거래","서울 노원구","26.02.27"
"82","서울특별시 노원구 중계동","505","0505","0000","상아","51.2900","202512","26","52,800","17","5","개인","개인","1989","섬밭로 265","-","중개거래","서울 노원구","26.02.27"
"83","서울특별시 노원구 중계동","577","0577","0000","현대1(4차)","84.9900","202512","26","63,500","112","5","개인","개인","1993","중계로8길 106","-","직거래","-","25.12.29"
"84","서울특별시 노원구 중계동","505","0505","0000","경남","74.2000","202512","26","72,500","5","2","개인","개인","1989","섬밭로 265","-","중개거래","서울 노원구","26.02.20"
"85","서울특별시 노원구 상계동","458","0458","0000","한신3차","84.5900","202512","26","57,000","10","2","개인","개인","1990","한글비석로46가길 34","-","중개거래","서울 노원구","26.02.23"
"86","서울특별시 노원구 상계동","1410","1410","0000","노원롯데캐슬시그니처","84.9970","202512","26","116,500","105","18","개인","개인","2023","덕릉로 753","-","중개거래","서울 노원구","26.02.24"
"87","서울특별시 노원구 상계동","1320","1320","0000","미라보(성림)","84.5000","202512","26","46,000","101","2","개인","개인","2006","덕릉로127길 25","-","중개거래","서울 노원구","26.02.26"
"88","서울특별시 노원구 상계동","730-2","0730","0002","상계주공3(고층)","73.9400","202512","26","88,000","317","11","개인","개인","1987","동일로215길 48","-","중개거래","서울 노원구","26.02.27"
"89","서울특별시 노원구 상계동","1285","1285","0000","동아불암","84.9000","202512","26","56,500","105","1","개인","개인","1999","덕릉로 780","-","중개거래","서울 노원구","26.02.26"
"90","서울특별시 노원구 공릉동","758","0758","0000","태릉해링턴플레이스","59.9800","202512","26","90,000","106","8","개인","개인","2022","공릉로34길 86","-","중개거래","서울 노원구","26.02.24"
"91","서울특별시 노원구 공릉동","222-4","0222","0004","하늘공원아파트(102동)","84.8000","202512","26","50,000","-","3","개인","개인","2007","공릉로 168-5","-","중개거래","서울 노원구","-"
"92","서울특별시 노원구 공릉동","91","0091","0000","청솔아파트8","84.6500","202512","26","70,000","802","2","개인","개인","2000","노원로1가길 10","-","중개거래","서울 노원구","26.03.05"
"93","서울특별시 노원구 공릉동","714","0714","0000","삼익4단지아파트","39.6000","202512","26","37,500","402","7","개인","개인","1994","동일로198가길 13","-","중개거래","서울 노원구","26.03.10"
"94","서울특별시 노원구 상계동","720","0720","0000","상계주공6(고층)","58.0100","202512","26","56,500","611","9","개인","개인","1988","노해로 508","-","중개거래","서울 노원구","26.01.19"
"95","서울특별시 노원구 하계동","270","0270","0000","우성","127.2200","202512","26","130,000","109","4","개인","개인","1988","섬밭로 232","-","중개거래","서울 노원구","26.03.27"
"96","서울특별시 노원구 하계동","280","0280","0000","미성","72.1700","202512","26","74,500","5","9","개인","개인","1989","공릉로59길 28","-","중개거래","서울 노원구","26.03.06"
"97","서울특별시 노원구 공릉동","106","0106","0000","공릉해링턴플레이스","99.9170","202512","26","93,500","301","13","개인","개인","2000","노원로 62","-","중개거래","서울 노원구","26.03.27"
"98","서울특별시 노원구 공릉동","748","0748","0000","신도1차아파트","81.2768","202512","26","83,500","101","18","개인","개인","2002","동일로191가길 59","-","중개거래","서울 노원구","26.03.31"
"99","서울특별시 노원구 상계동","639","0639","0000","보람아파트","44.3300","202512","26","37,500","101","10","개인","개인","1988","한글비석로 479","-","중개거래","서울 노원구","26.04.03"
"100","서울특별시 노원구 상계동","1283","1283","0000","성원상떼빌","59.9300","202512","26","47,000","101","11","개인","개인","1999","노원로34길 34","-","중개거래","서울 노원구","26.03.23"
"101","서울특별시 노원구 상계동","1272","1272","0000","수락현대","84.8700","202512","26","59,000","102","8","개인","개인","1995","동일로242길 95","-","중개거래","서울 노원구","26.03.17"
"102","서울특별시 노원구 상계동","749-5","0749","0005","상계주공4(고층)","49.9400","202512","25","57,000","408","13","개인","개인","1988","동일로214길 21","-","중개거래","서울 노원구","26.02.24"
"103","서울특별시 노원구 하계동","274","0274","0000","청솔(시영7)","49.5000","202512","25","55,000","705","13","개인","개인","1989","공릉로59길 25","-","중개거래","서울 노원구","26.03.31"
"104","서울특별시 노원구 월계동","13","0013","0000","삼호3","59.2200","202512","25","87,800","31","2","개인","개인","1986","마들로 111","-","중개거래","서울 노원구","26.04.01"
"105","서울특별시 노원구 월계동","13","0013","0000","미륭","51.4800","202512","25","80,000","21","4","개인","개인","1986","마들로 111","-","중개거래","서울 노원구","26.04.07"
"106","서울특별시 노원구 하계동","270","0270","0000","현대","84.9600","202512","25","113,900","102","5","개인","개인","1988","섬밭로 232","-","중개거래","서울 노원구","26.02.13"
"107","서울특별시 노원구 하계동","273","0273","0000","장미(시영6)","59.4600","202512","25","73,700","611","9","개인","개인","1989","섬밭로 196","-","중개거래","서울 노원구","26.03.18"
"108","서울특별시 노원구 상계동","652","0652","0000","상계주공11(고층)","49.9400","202512","25","57,000","1103","4","개인","개인","1988","동일로227길 25","-","중개거래","서울 노원구","26.02.27"
"109","서울특별시 노원구 상계동","639","0639","0000","보람아파트","79.2500","202512","24","60,000","210","14","개인","개인","1988","한글비석로 480","-","중개거래","서울 노원구","26.03.30"
"110","서울특별시 노원구 중계동","505","0505","0000","상아","72.7300","202512","24","72,900","15","1","개인","개인","1989","섬밭로 265","-","중개거래","서울 노원구","26.04.10"
"111","서울특별시 노원구 중계동","502-1","0502","0001","중계그린1단지","59.2200","202512","24","64,800","106","4","개인","개인","1990","동일로207길 17","-","중개거래","서울 노원구","26.03.16"
"112","서울특별시 노원구 중계동","358-2","0358","0002","주공4","84.7900","202512","24","89,400","405","12","개인","개인","1991","덕릉로76길 29","-","중개거래","서울 노원구","26.03.06"
"113","서울특별시 노원구 중계동","358-2","0358","0002","주공4","76.5100","202512","24","80,000","-","5","개인","개인","1991","덕릉로76길 29","20260113","중개거래","서울 노원구","-"
"114","서울특별시 노원구 중계동","358-2","0358","0002","주공4","76.5100","202512","24","80,000","405","5","개인","개인","1991","덕릉로76길 29","-","중개거래","서울 노원구","26.02.19"
"115","서울특별시 노원구 공릉동","81","0081","0000","태강아파트(아이파크)","49.6000","202512","24","54,500","1016","11","개인","개인","1999","공릉로34길 62","-","중개거래","서울 노원구","26.02.27"
"116","서울특별시 노원구 하계동","354","0354","0000","학여울청구","59.4000","202512","24","60,000","101","1","개인","개인","1999","동일로207길 186","-","중개거래","서울 노원구","26.03.31"
"117","서울특별시 노원구 하계동","273","0273","0000","장미(시영6)","59.2200","202512","24","72,000","604","15","개인","개인","1989","섬밭로 196","-","중개거래","서울 노원구","26.03.26"
"118","서울특별시 노원구 하계동","288","0288","0000","하계2현대","84.8960","202512","24","85,000","205","2","개인","개인","1997","노원로18길 19","-","중개거래","서울 노원구","26.03.17"
"119","서울특별시 노원구 상계동","1255","1255","0000","은빛1단지","49.7700","202512","24","42,800","109","11","개인","개인","1998","동일로245길 162","-","중개거래","서울 노원구","26.03.25"
"120","서울특별시 노원구 상계동","670","0670","0000","상계주공9(고층)","49.9400","202512","24","47,400","918","3","개인","개인","1988","노원로 532","-","중개거래","서울 노원구","26.03.13"
"121","서울특별시 노원구 상계동","670","0670","0000","상계주공9(고층)","41.3000","202512","24","39,500","917","3","개인","개인","1988","노원로 532","-","중개거래","서울 노원구","26.02.27"
"122","서울특별시 노원구 상계동","652","0652","0000","상계주공11(고층)","79.0700","202512","24","83,500","1110","4","개인","개인","1988","동일로227길 25","-","중개거래","서울 노원구","26.02.27"
"123","서울특별시 노원구 공릉동","408-23","0408","0023","한진아파트","84.8500","202512","23","48,000","한진아파트","2","개인","개인","2007","공릉로41가길 19","-","중개거래","서울 노원구","26.04.02"
"124","서울특별시 노원구 중계동","369","0369","0000","주공2","44.5200","202512","23","37,500","210","4","개인","개인","1992","한글비석로14길 8","-","중개거래","서울 노원구","26.01.28"
"125","서울특별시 노원구 월계동","13","0013","0000","미성","33.2800","202512","23","63,000","2","3","개인","개인","1986","마들로 59","-","중개거래","서울 노원구","26.04.15"
"126","서울특별시 노원구 월계동","556","0556","0000","주공2","58.6500","202512","23","51,500","206","15","개인","개인","1992","초안산로1길 18","-","중개거래","서울 노원구","26.03.24"
"127","서울특별시 노원구 중계동","34-5","0034","0005","현대(6차)","59.8400","202512","23","47,000","103","2","개인","개인","2018","중계로8길 20","-","중개거래","서울 노원구","26.01.30"
"128","서울특별시 노원구 상계동","765","0765","0000","상계주공1(저층)","71.8900","202512","23","55,000","114","5","개인","개인","1988","덕릉로 459-21","-","중개거래","서울 노원구, 서울 도봉구","26.03.31"
"129","서울특별시 노원구 상계동","173-1","0173","0001","벽산","46.8000","202512","23","37,500","108","15","개인","개인","1989","한글비석로 396","-","중개거래","서울 노원구","26.03.31"
"130","서울특별시 노원구 상계동","666","0666","0000","상계주공10(고층)","49.9400","202512","23","50,000","1011","3","개인","개인","1988","노원로 564","-","중개거래","서울 노원구","26.03.30"
"131","서울특별시 노원구 상계동","652","0652","0000","상계주공11(고층)","60.5000","202512","23","56,500","1115","7","개인","개인","1988","동일로227길 85","-","중개거래","서울 노원구","26.03.16"
"132","서울특별시 노원구 상계동","720","0720","0000","상계주공6(고층)","41.3000","202512","23","50,500","615","8","개인","개인","1988","노해로 508","-","중개거래","서울 노원구","26.01.09"
"133","서울특별시 노원구 상계동","691","0691","0000","상계주공7(고층)","41.3000","202512","23","56,000","702","12","개인","개인","1988","동일로 1456","-","중개거래","서울 노원구","25.12.29"
"134","서울특별시 노원구 상계동","1256","1256","0000","은빛2단지","49.7700","202512","23","41,000","208","15","개인","개인","1998","동일로245가길 41","-","직거래","-","26.02.24"
"135","서울특별시 노원구 상계동","1355","1355","0000","노원센트럴푸르지오","59.9960","202512","23","85,000","101","10","개인","개인","2021","수락산로 12","-","중개거래","서울 노원구","26.02.23"
"136","서울특별시 노원구 상계동","691","0691","0000","상계주공7(고층)","58.0100","202512","23","46,000","710","1","개인","개인","1988","동일로 1456","-","직거래","-","26.02.12"
"137","서울특별시 노원구 상계동","740","0740","0000","상계주공2(고층)","32.3900","202512","23","33,700","207","9","개인","개인","1987","동일로215길 23","-","중개거래","서울 노원구","26.02.06"
"138","서울특별시 노원구 중계동","578","0578","0000","현대2(4차)","84.8700","202512","23","63,000","115","2","개인","개인","1993","중계로8길 103","-","중개거래","서울 노원구","26.03.06"
"139","서울특별시 노원구 공릉동","707","0707","0000","시영2단지(라이프)아파트","34.4400","202512","22","31,800","203","4","개인","개인","1994","섬밭로 156","-","중개거래","서울 노원구","26.02.12"
"140","서울특별시 노원구 공릉동","743","0743","0000","공릉동한보에센시티아파트","59.4000","202512","22","56,500","103","13","개인","개인","2000","공릉로46길 19","-","중개거래","서울 노원구","26.03.10"
"141","서울특별시 노원구 공릉동","707","0707","0000","시영2단지(라이프)아파트","34.4400","202512","22","31,800","-","4","개인","개인","1994","섬밭로 156","20260107","중개거래","서울 노원구","-"
"142","서울특별시 노원구 하계동","284","0284","0000","청구","70.6900","202512","22","74,900","6","5","개인","개인","1988","공릉로 351","-","중개거래","서울 노원구","26.02.19"
"143","서울특별시 노원구 공릉동","707","0707","0000","시영2단지(라이프)아파트","49.5000","202512","22","46,400","204","3","개인","개인","1994","섬밭로 156","-","중개거래","서울 노원구","26.03.12"
